date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:11:03	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/darkness/www.google-analytics.com/analytics.js	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:03	552/552	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202024%2020:11:05%20GMT	https://static.itch.io/lib.js?1652314858	C:/My%20Web%20Sites/darkness/static.itch.io/lib.a9181.delayed	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:04	114443/114443	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226652c740-1bf0b%22	https://static.itch.io/bundle.min.js?1652314858	C:/My%20Web%20Sites/darkness/static.itch.io/bundle.min9181.js	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:04	23081/23081	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2260414303-5a29%22	https://static.itch.io/lib/jquery.maskMoney.js	C:/My%20Web%20Sites/darkness/static.itch.io/lib/jquery.maskMoney.js	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:04	161487/161487	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2266198a95-276cf%22	https://static.itch.io/react.min.js?1652314858	C:/My%20Web%20Sites/darkness/static.itch.io/react.min9181.js	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:05	61149/61149	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2266198a96-eedd%22	https://static.itch.io/theme_editor.min.js?1652314858	C:/My%20Web%20Sites/darkness/static.itch.io/theme_editor.min9181.js	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:05	211844/211844	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226657d68b-33b84%22	https://static.itch.io/game.min.js?1652314858	C:/My%20Web%20Sites/darkness/static.itch.io/game.min9181.js	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:07	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Thu,%2030%20May%202024%2020:11:08%20GMT	http://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhuvRN_R1a1qbBdG8US9ApCidteWIp0ndU4OkkFQYYvU0lImof44L1rC0pOkmVlHhcIU08UsGPsokCFUtiuU2pKlGVgSD5jFpnZxUqziocfoyXrzDQ3ZKd-tTzzJysKwXzKTc-24Vx2G7tbqyxBWZxMXWd5RtnNhZ_IjQHdKJE8DjZfgKs/s220/image.png	C:/My%20Web%20Sites/darkness/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhuvRN_R1a1qbBdG8US9ApCidteWIp0ndU4OkkFQYY/s220/image.11.delayed	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:07	17850/17850	---M--	200	added ('OK')	text/javascript	date:Wed,%2029%20May%202024%2008:52:03%20GMT	https://www.blogger.com/static/v1/jsbin/4269703388-comment_from_post_iframe.js	C:/My%20Web%20Sites/darkness/www.blogger.com/static/v1/jsbin/4269703388-comment_from_post_iframe.js	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:09	57886/57886	---M--	200	added ('OK')	image/png	etag:%22v39%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhuvRN_R1a1qbBdG8US9ApCidteWIp0ndU4OkkFQYYvU0lImof44L1rC0pOkmVlHhcIU08UsGPsokCFUtiuU2pKlGVgSD5jFpnZxUqziocfoyXrzDQ3ZKd-tTzzJysKwXzKTc-24Vx2G7tbqyxBWZxMXWd5RtnNhZ_IjQHdKJE8DjZfgKs/s220/image.png	C:/My%20Web%20Sites/darkness/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhuvRN_R1a1qbBdG8US9ApCidteWIp0ndU4OkkFQYY/s220/image.png	(from https://playthedarkness.blogspot.com/2024/05/play.html)
